Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
25,LAL,Moritz Wagner,Michigan,3,120,1710,789,394,117,.493,.302,.807,14.3,6.6,3.3,1.0,2.8,.079,-2.6,-0.3
26,PHI,Landry Shamet,Wichita State,3,173,4082,1549,307,262,.415,.399,.832,23.6,9.0,1.8,1.5,7.1,.084,-2.1,0.0
27,BOS,Robert Williams,Texas A&M,3,106,1507,591,521,112,.719,.000,.646,14.2,5.6,4.9,1.1,7.9,.251,5.2,2.7
28,GSW,Jacob Evans,Cincinnati,2,59,622,168,66,54,.337,.315,.833,10.5,2.8,1.1,0.9,-0.6,-.047,-7.4,-0.8
29,BRK,Džanan Musa,,2,49,526,211,91,45,.376,.227,.726,10.7,4.3,1.9,0.9,0.0,.003,-4.6,-0.4
30,ATL,Omari Spellman,Villanova,2,95,1691,642,413,94,.417,.366,.766,17.8,6.8,4.3,1.0,2.4,.068,-1.5,0.2
31,PHO,Elie Okobo,,2,108,1677,523,188,242,.395,.315,.737,15.5,4.8,1.7,2.2,0.5,.014,-4.1,-0.9
32,MEM,Jevon Carter,West Virginia,3,136,1909,566,233,198,.369,.372,.836,14.0,4.2,1.7,1.5,2.5,.063,-0.9,0.5
33,DAL,Jalen Brunson,Villanova,3,177,3807,1747,467,575,.487,.367,.772,21.5,9.9,2.6,3.2,8.3,.105,-0.8,1.2
34,ATL,Devonte' Graham,Kansas,3,150,4100,1936,388,800,.376,.364,.817,27.3,12.9,2.6,5.3,6.4,.074,-0.3,1.7
35,ORL,Melvin Frazier,Tulane,2,29,170,55,15,4,.400,.364,.375,5.9,1.9,0.5,0.1,0.0,.008,-5.4,-0.2
36,NYK,Mitchell Robinson,,3,158,3625,1331,1103,90,.705,,.568,22.9,8.4,7.0,0.6,16.3,.215,2.3,3.9
37,SAC,Gary Trent Jr.,Duke,3,125,2972,1311,226,135,.419,.397,.772,23.8,10.5,1.8,1.1,3.6,.058,-2.0,0.0
38,PHI,Khyri Thomas,Creighton,2,34,256,78,21,11,.314,.306,.600,7.5,2.3,0.6,0.3,0.0,-.005,-5.7,-0.2
39,PHI,Isaac Bonga,,3,119,1727,411,306,110,.445,.310,.764,14.5,3.5,2.6,0.9,1.6,.046,-3.7,-0.7
40,BRK,Rodions Kurucs,,3,127,2086,765,403,113,.441,.323,.735,16.4,6.0,3.2,0.9,2.2,.050,-2.8,-0.4
41,ORL,Jarred Vanderbilt,Kentucky,3,74,907,276,271,63,.589,.167,.593,12.3,3.7,3.7,0.9,1.9,.099,-1.6,0.1
42,DET,Bruce Brown,Miami (FL),3,180,4130,1240,683,394,.460,.293,.747,22.9,6.9,3.8,2.2,6.4,.075,-1.9,0.1
43,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,,,,
44,WAS,Issuf Sanon,,,,,,,,,,,,,,,,,,
45,BRK,Hamidou Diallo,Kentucky,3,136,2337,976,463,142,.469,.289,.631,17.2,7.2,3.4,1.0,2.8,.058,-2.9,-0.5
46,HOU,De'Anthony Melton,USC,3,145,2847,1057,466,427,.422,.353,.766,19.6,7.3,3.2,2.9,3.9,.066,0.0,1.5
47,LAL,Sviatoslav Mykhailiuk,Kansas,3,146,2626,1010,253,220,.394,.369,.779,18.0,6.9,1.7,1.5,2.0,.037,-2.5,-0.4
48,MIN,Keita Bates-Diop,Ohio State,3,90,1365,473,230,54,.419,.306,.699,15.2,5.3,2.6,0.6,1.7,.060,-2.2,-0.1
49,SAS,Chimezie Metu,USC,3,66,423,193,118,38,.494,.273,.750,6.4,2.9,1.8,0.6,0.4,.048,-2.5,-0.1
50,IND,Alize Johnson,Missouri State,3,36,257,90,100,14,.481,.333,.632,7.1,2.5,2.8,0.4,0.7,.130,-0.6,0.1
51,NOP,Tony Carr,Penn State,,,,,,,,,,,,,,,,,
52,UTA,Vince Edwards,Purdue,1,2,16,3,2,0,.250,.250,,8.0,1.5,1.0,0.0,0.0,-.014,-6.4,0.0
53,OKC,Devon Hall,Virginia,1,11,81,20,7,13,.200,.235,.500,7.4,1.8,0.6,1.2,-0.2,-.116,-6.4,-0.1
54,DAL,Shake Milton,SMU,3,104,2135,1070,226,251,.457,.369,.835,20.5,10.3,2.2,2.4,4.5,.102,-1.9,0.1
55,CHO,Arnoldas Kulboka,,,,,,,,,,,,,,,,,,
56,PHI,Ray Spalding,Louisville,2,16,167,58,52,5,.529,.000,.286,10.4,3.6,3.3,0.3,0.1,.025,-5.7,-0.2
57,OKC,Kevin Hervey,UT Arlington,1,10,52,17,12,5,.259,.150,,5.2,1.7,1.2,0.5,-0.1,-.085,-5.1,0.0
58,DEN,Thomas Welsh,UCLA,1,11,36,18,4,5,.538,.429,.500,3.3,1.6,0.4,0.5,0.1,.162,1.2,0.0
59,PHO,George King,Colorado,1,1,6,0,1,0,,,,6.0,0.0,1.0,0.0,0.0,-.001,-7.9,0.0
60,PHI,Kostas Antetokounmpo,Dayton,3,17,67,15,16,2,.455,,.417,3.9,0.9,0.9,0.1,-0.1,-.084,-8.7,-0.1
