Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
35,CLE,Carlos Boozer,Duke,13,861,26901,13976,8192,1928,.521,.071,.722,31.2,16.2,9.5,2.2,80.3,.143,1.4,23.1
36,NYK,Milos Vujanic,,,,,,,,,,,,,,,,,,
37,ATL,David Andersen,,2,103,1264,501,292,57,.440,.347,.674,12.3,4.9,2.8,0.6,1.5,.059,-2.9,-0.3
38,HOU,Tito Maddox,Fresno State,1,9,35,11,7,5,.250,.000,.625,3.9,1.2,0.8,0.6,0.0,-.011,-1.4,0.0
39,WAS,Rod Grizzard,Alabama,,,,,,,,,,,,,,,,,
40,WAS,Juan Carlos Navarro,,1,82,2117,896,210,177,.402,.361,.849,25.8,10.9,2.6,2.2,1.4,.031,-2.3,-0.2
41,LAC,Mario Kasun,,2,73,569,198,188,11,.467,.000,.636,7.8,2.7,2.6,0.2,0.8,.069,-7.0,-0.7
42,MIL,Ronald Murray,Shaw,8,487,11077,4817,1006,1096,.414,.304,.725,22.7,9.9,2.1,2.3,8.5,.037,-2.2,-0.5
43,POR,Jason Jennings,Arkansas State University,,,,,,,,,,,,,,,,,
44,CHI,Lonny Baxter,Maryland,4,162,1884,637,477,40,.466,.200,.657,11.6,3.9,2.9,0.2,2.9,.075,-4.6,-1.2
45,PHI,Sam Clancy,USC,,,,,,,,,,,,,,,,,
46,MEM,Matt Barnes,UCLA,14,929,21967,7589,4281,1691,.436,.335,.745,23.6,8.2,4.6,1.8,42.8,.093,-0.1,10.7
47,UTA,Jamal Sampson,California,5,72,631,142,242,26,.491,.000,.537,8.8,2.0,3.4,0.4,1.4,.106,-2.3,-0.1
48,MIL,Chris Owens,Texas,1,1,6,4,1,0,.667,,,6.0,4.0,1.0,0.0,0.0,-.032,-0.5,0.0
49,SEA,Peter Fehse,,,,,,,,,,,,,,,,,,
50,BOS,Darius Songaila,Wake Forest,8,495,9229,3415,1689,589,.499,.158,.844,18.6,6.9,3.4,1.2,15.9,.083,-2.1,-0.2
51,POR,Federico Kammerichs,,,,,,,,,,,,,,,,,,
52,MIN,Marcus Taylor,Michigan State,,,,,,,,,,,,,,,,,
53,MIA,Rasual Butler,La Salle,13,809,17219,6092,1934,658,.403,.362,.747,21.3,7.5,2.4,0.8,20.8,.058,-1.4,2.6
54,NJN,Tamar Slay,Marshall,3,66,517,173,70,31,.361,.265,.538,7.8,2.6,1.1,0.5,-0.3,-.029,-5.7,-0.5
55,DAL,Mladen Sekularac,,,,,,,,,,,,,,,,,,
56,SAS,Luis Scola,,10,743,19001,8882,4941,1194,.493,.339,.740,25.6,12.0,6.7,1.6,45.7,.115,-0.7,6.4
57,SAS,Randy Holcomb,San Diego State,1,4,11,2,1,0,1.000,,,2.8,0.5,0.3,0.0,0.0,.150,-1.7,0.0
58,SAC,Corsley Edwards,Central Connecticut State University,1,10,110,27,25,3,.323,,.583,11.0,2.7,2.5,0.3,0.1,.026,-6.2,-0.1
