Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
38,DET,Darrun Hilliard,Villanova,3,91,859,295,85,71,.377,.304,.747,9.4,3.2,0.9,0.8,0.3,.016,-4.7,-0.6
39,CHO,Juan Pablo Vaulet,,,,,,,,,,,,,,,,,,
40,MIA,Josh Richardson,Tennessee,6,355,10953,4399,1145,1020,.427,.358,.829,30.9,12.4,3.2,2.9,19.7,.086,-0.5,4.2
41,BRK,Pat Connaughton,Notre Dame,6,332,5586,1682,1023,423,.442,.351,.779,16.8,5.1,3.1,1.3,12.8,.110,-0.4,2.3
42,UTA,Olivier Hanlan,Boston College,,,,,,,,,,,,,,,,,
43,IND,Joe Young,Oregon,3,127,1077,429,130,119,.393,.296,.768,8.5,3.4,1.0,0.9,0.4,.016,-4.1,-0.6
44,PHO,Andrew Harrison,Kentucky,3,145,2987,1012,287,399,.373,.294,.779,20.6,7.0,2.0,2.8,3.2,.051,-2.8,-0.6
45,BOS,Marcus Thornton,William & Mary,,,,,,,,,,,,,,,,,
46,MIL,Norman Powell,UCLA,6,356,7261,3584,878,485,.465,.380,.828,20.4,10.1,2.5,1.4,15.7,.104,0.0,3.6
47,PHI,Artūras Gudaitis,,,,,,,,,,,,,,,,,,
48,OKC,Dakari Johnson,Kentucky,1,31,161,55,34,8,.564,,.550,5.2,1.8,1.1,0.3,0.6,.178,-0.3,0.1
49,WAS,Aaron White,Iowa,,,,,,,,,,,,,,,,,
50,ATL,Marcus Eriksson,,,,,,,,,,,,,,,,,,
51,ORL,Tyler Harvey,Eastern Washington,,,,,,,,,,,,,,,,,
52,DAL,Satnam Singh,,,,,,,,,,,,,,,,,,
53,CLE,Sir'Dominic Pointer,St. John's,,,,,,,,,,,,,,,,,
54,UTA,Dani Díez,,,,,,,,,,,,,,,,,,
55,SAS,Cady Lalanne,UMass,,,,,,,,,,,,,,,,,
56,NOP,Branden Dawson,Michigan State,1,6,29,5,4,0,.400,,1.000,4.8,0.8,0.7,0.0,0.0,.069,-5.7,0.0
57,DEN,Nikola Radičević,,,,,,,,,,,,,,,,,,
58,PHI,J.P. Tokoto,UNC,,,,,,,,,,,,,,,,,
59,ATL,Dimitrios Agravanis,,,,,,,,,,,,,,,,,,
60,PHI,Luka Mitrović,,,,,,,,,,,,,,,,,,
