Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
20,MIA,Jason Smith,Colorado State,11,616,10029,3777,2075,453,.468,.333,.783,16.3,6.1,3.4,0.7,14.1,.067,-2.9,-2.4
21,PHI,Daequan Cook,Ohio State,6,328,5993,2114,703,243,.369,.359,.813,18.3,6.4,2.1,0.7,4.9,.039,-2.7,-1.1
22,CHA,Jared Dudley,Boston College,14,903,20112,6633,2847,1394,.464,.393,.732,22.3,7.3,3.2,1.5,43.0,.103,0.2,11.0
23,NYK,Wilson Chandler,DePaul,12,676,20287,8463,3574,1205,.443,.341,.770,30.0,12.5,5.3,1.8,29.0,.069,-1.3,3.5
24,PHO,Rudy Fernández,,4,249,5965,2254,608,554,.399,.360,.840,24.0,9.1,2.4,2.2,14.2,.114,1.7,5.6
25,UTA,Morris Almond,Rice University,3,38,361,119,46,12,.381,.292,.743,9.5,3.1,1.2,0.3,0.0,.005,-6.1,-0.4
26,HOU,Aaron Brooks,Oregon,10,645,13439,6259,1079,1925,.413,.370,.837,20.8,9.7,1.7,3.0,19.2,.069,-1.2,2.7
27,DET,Arron Afflalo,UCLA,11,762,20829,8198,2176,1386,.450,.386,.825,27.3,10.8,2.9,1.8,33.5,.077,-1.5,2.4
28,SAS,Tiago Splitter,,7,355,6812,2816,1779,423,.555,.143,.697,19.2,7.9,5.0,1.2,25.3,.178,1.1,5.4
29,PHO,Alando Tucker,Wisconsin,3,51,426,211,49,16,.423,.294,.783,8.4,4.1,1.0,0.3,0.4,.045,-4.5,-0.3
30,PHI,Petteri Koponen,,,,,,,,,,,,,,,,,,
31,SEA,Carl Landry,Purdue,9,513,11524,5541,2533,355,.535,.300,.785,22.5,10.8,4.9,0.7,35.9,.149,-0.3,5.0
32,BOS,Gabe Pruitt,USC,2,62,461,125,51,52,.321,.283,.783,7.4,2.0,0.8,0.8,0.4,.043,-2.8,-0.1
33,SAS,Marcus Williams,Arizona,2,13,39,14,12,3,.318,,,3.0,1.1,0.9,0.2,-0.1,-.084,-5.4,0.0
34,DAL,Nick Fazekas,Nevada,1,26,269,107,89,11,.561,.000,.682,10.3,4.1,3.4,0.4,0.8,.148,0.5,0.2
35,SEA,Glen Davis,LSU,8,514,10865,4111,2236,457,.447,.182,.700,21.1,8.0,4.4,0.9,18.6,.082,-2.6,-1.7
36,GSW,Jermareo Davidson,Alabama,2,52,433,162,96,14,.425,,.578,8.3,3.1,1.8,0.3,0.0,.000,-5.2,-0.3
37,POR,Josh McRoberts,Duke,11,433,8271,2333,1686,901,.463,.340,.705,19.1,5.4,3.9,2.1,18.5,.107,0.3,4.7
38,PHI,Kyrylo Fesenko,,5,135,1107,305,269,40,.496,.000,.410,8.2,2.3,2.0,0.3,0.9,.038,-5.7,-1.1
39,MIA,Stanko Barać,,,,,,,,,,,,,,,,,,
40,LAL,Sun Yue,,1,10,28,6,0,2,.273,.000,,2.8,0.6,0.0,0.2,-0.1,-.226,-19.4,-0.1
41,MIN,Chris Richard,Florida,2,70,780,135,194,25,.483,,.605,11.1,1.9,2.8,0.4,0.7,.045,-5.7,-0.7
42,POR,Derrick Byars,Vanderbilt,1,2,37,10,11,1,.273,.000,1.000,18.5,5.0,5.5,0.5,0.1,.147,-4.7,0.0
43,NOK,Adam Haluska,Iowa,,,,,,,,,,,,,,,,,
44,ORL,Reyshawn Terry,UNC,,,,,,,,,,,,,,,,,
45,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,,,,
46,GSW,Stéphane Lasme,UMass,1,16,303,83,53,3,.451,,.594,18.9,5.2,3.3,0.2,0.3,.041,-4.4,-0.2
47,WAS,Dominic McGuire,Fresno State,6,342,5348,939,1169,422,.419,.188,.658,15.6,2.7,3.4,1.2,4.1,.037,-2.1,-0.1
48,LAL,Marc Gasol,,13,881,28559,12467,6562,2976,.480,.355,.776,32.4,14.2,7.4,3.4,84.6,.142,3.0,36.2
49,CHI,Aaron Gray,Pitt,7,318,3851,1066,1190,207,.509,.000,.562,12.1,3.4,3.7,0.7,6.2,.077,-3.6,-1.5
50,DAL,Renaldas Seibutis,,,,,,,,,,,,,,,,,,
51,CHI,JamesOn Curry,Oklahoma State,1,1,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0
52,POR,Taurean Green,Florida,1,17,74,27,10,11,.280,.182,.917,4.4,1.6,0.6,0.6,-0.1,-.066,-7.5,-0.1
53,POR,Demetris Nichols,Syracuse,2,18,58,22,7,2,.281,.200,.500,3.2,1.2,0.4,0.1,-0.2,-.203,-10.3,-0.1
54,HOU,Brad Newley,,,,,,,,,,,,,,,,,,
55,UTA,Herbert Hill,Providence,,,,,,,,,,,,,,,,,
56,MIL,Ramon Sessions,Nevada,11,691,16119,7141,1840,2807,.434,.316,.791,23.3,10.3,2.7,4.1,28.8,.086,-0.7,5.2
57,DET,Sammy Mejia,DePaul,,,,,,,,,,,,,,,,,
58,SAS,Georgios Printezis,,,,,,,,,,,,,,,,,,
59,PHO,D.J. Strawberry,Maryland,1,33,270,73,28,30,.315,.240,.474,8.2,2.2,0.8,0.9,-0.2,-.031,-5.6,-0.2
60,DAL,Milovan Raković,,,,,,,,,,,,,,,,,,
