Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
35,ORL,Ivan Rabb,California,2,85,1237,485,364,86,.555,.200,.743,14.6,5.7,4.3,1.0,3.2,.125,-1.7,0.1
36,PHI,Jonah Bolden,,2,51,686,217,174,40,.486,.340,.484,13.5,4.3,3.4,0.8,1.4,.098,-1.3,0.1
37,BOS,Semi Ojeleye,SMU,4,241,3553,841,511,112,.395,.356,.701,14.7,3.5,2.1,0.5,4.9,.066,-3.2,-1.1
38,CHI,Jordan Bell,Oregon,4,157,1903,588,488,199,.556,.200,.638,12.1,3.7,3.1,1.3,4.8,.122,0.3,1.1
39,PHI,Jawun Evans,Oklahoma State,2,56,843,237,96,110,.345,.263,.776,15.1,4.2,1.7,2.0,-0.4,-.022,-5.4,-0.7
40,NOP,Dwayne Bacon,Florida State,4,187,3479,1250,469,200,.399,.329,.769,18.6,6.7,2.5,1.1,0.6,.009,-5.2,-2.8
41,ATL,Tyler Dorsey,Oregon,2,104,1672,701,243,135,.389,.350,.669,16.1,6.7,2.3,1.3,1.0,.030,-3.1,-0.5
42,UTA,Thomas Bryant,Indiana,4,143,2986,1532,863,196,.600,.362,.748,20.9,10.7,6.0,1.4,10.5,.169,1.8,2.8
43,HOU,Isaiah Hartenstein,,3,86,876,314,270,65,.564,.250,.639,10.2,3.7,3.1,0.8,2.7,.148,-1.9,0.0
44,NYK,Damyean Dotson,Oregon,4,200,3972,1510,507,297,.415,.347,.715,19.9,7.6,2.5,1.5,3.2,.039,-2.5,-0.5
45,HOU,Dillon Brooks,Oregon,4,220,6168,2989,666,414,.418,.354,.788,28.0,13.6,3.0,1.9,3.2,.025,-4.1,-3.3
46,PHI,Sterling Brown,SMU,4,214,3801,1271,734,232,.426,.374,.781,17.8,5.9,3.4,1.1,6.0,.076,-2.0,0.0
47,IND,Ike Anigbogu,UCLA,2,14,36,13,12,1,.333,,.833,2.6,0.9,0.9,0.1,0.0,.057,-1.1,0.0
48,MIL,Sindarius Thornwell,South Carolina,4,153,1577,377,193,94,.414,.348,.672,10.3,2.5,1.3,0.6,1.0,.030,-3.0,-0.4
49,DEN,Vlatko Čančar,,2,41,200,57,39,11,.420,.250,.900,4.9,1.4,1.0,0.3,0.2,.039,-3.3,-0.1
50,PHI,Mathias Lessort,,,,,,,,,,,,,,,,,,
51,DEN,Monte Morris,Iowa State,4,198,4697,1945,420,692,.480,.392,.811,23.7,9.8,2.1,3.5,12.7,.130,0.4,2.9
52,NOP,Edmond Sumner,Xavier,4,93,1182,461,133,92,.459,.314,.692,12.7,5.0,1.4,1.0,1.3,.054,-3.2,-0.4
53,BOS,Kadeem Allen,Arizona,3,47,640,258,71,109,.435,.349,.757,13.6,5.5,1.5,2.3,1.0,.075,-1.0,0.2
54,PHO,Alec Peters,Valparaiso,1,20,225,82,37,12,.378,.310,.800,11.3,4.1,1.9,0.6,0.3,.055,-2.8,0.0
55,UTA,Nigel Williams-Goss,Gonzaga,1,10,50,14,6,6,.313,.286,1.000,5.0,1.4,0.6,0.6,0.0,.017,-3.9,0.0
56,BOS,Jabari Bird,California,1,13,115,39,19,8,.577,.429,.462,8.8,3.0,1.5,0.6,0.2,.098,-3.1,0.0
57,BRK,Sasha Vezenkov,,,,,,,,,,,,,,,,,,
58,NYK,Ognjen Jaramaz,,,,,,,,,,,,,,,,,,
59,SAS,Jaron Blossomgame,Clemson,1,27,439,114,98,13,.443,.256,.769,16.3,4.2,3.6,0.5,0.3,.030,-3.8,-0.2
60,ATL,Alpha Kaba,,,,,,,,,,,,,,,,,,
