Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
44,MIN,Markel Brown,Oklahoma State,3,113,1794,584,234,132,.380,.295,.781,15.9,5.2,2.1,1.2,1.1,.029,-2.9,-0.4
45,CHH,Dwight Powell,Stanford,7,408,7497,3038,1835,394,.560,.292,.743,18.4,7.4,4.5,1.0,27.7,.178,1.2,6.1
46,WAS,Jordan Clarkson,Missouri,7,504,13528,7574,1624,1274,.443,.343,.828,26.8,15.0,3.2,2.5,16.8,.060,-0.6,4.9
47,PHI,Russ Smith,Louisville,2,27,131,53,15,19,.319,.188,.769,4.9,2.0,0.6,0.7,-0.2,-.068,-5.1,-0.1
48,MIL,Lamar Patterson,Pitt,2,40,435,93,57,45,.326,.236,.720,10.9,2.3,1.4,1.1,0.1,.006,-5.7,-0.4
49,CHI,Cameron Bairstow,New Mexico,2,36,167,44,36,7,.296,.200,.846,4.6,1.2,1.0,0.2,-0.1,-.021,-8.1,-0.3
50,PHO,Alec Brown,Green Bay,,,,,,,,,,,,,,,,,
51,NYK,Thanasis Antetokounmpo,,3,62,562,206,122,48,.537,.206,.451,9.1,3.3,2.0,0.8,0.9,.073,-3.1,-0.2
52,PHI,Vasilije Micić,,,,,,,,,,,,,,,,,,
53,MIN,Alessandro Gentile,,,,,,,,,,,,,,,,,,
54,PHI,Nemanja Dangubić,,,,,,,,,,,,,,,,,,
55,MIA,Semaj Christon,Xavier,1,64,973,183,87,130,.345,.190,.548,15.2,2.9,1.4,2.0,0.1,.006,-5.1,-0.8
56,DEN,Devyn Marble,Iowa,2,44,457,97,69,29,.304,.222,.375,10.4,2.2,1.6,0.7,-0.3,-.028,-5.5,-0.4
57,IND,Louis Labeyrie,,,,,,,,,,,,,,,,,,
58,SAS,Jordan McRae,Tennessee,4,123,1696,846,225,167,.417,.355,.772,13.8,6.9,1.8,1.4,1.7,.048,-2.1,0.0
59,TOR,Xavier Thames,San Diego State,,,,,,,,,,,,,,,,,
60,SAS,Cory Jefferson,Baylor,2,58,581,205,161,16,.444,.125,.583,10.0,3.5,2.8,0.3,0.9,.071,-3.3,-0.2
