Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
45,NOH,Josh Harrellson,Kentucky,3,75,888,265,227,26,.438,.347,.629,11.8,3.5,3.0,0.3,2.1,.116,-0.4,0.4
46,LAL,Andrew Goudelock,College of Charleston,3,49,475,197,34,24,.393,.345,.875,9.7,4.0,0.7,0.5,0.0,.003,-5.0,-0.3
47,LAC,Travis Leslie,Georgia,1,10,45,14,9,5,.357,,.444,4.5,1.4,0.9,0.5,0.1,.060,-0.3,0.0
48,ATL,Keith Benson,Oakland,1,3,9,0,3,0,.000,,,3.0,0.0,1.0,0.0,0.0,-.005,-7.7,0.0
49,MEM,Josh Selby,Kansas,2,38,296,83,20,34,.330,.143,.720,7.8,2.2,0.5,0.9,-0.7,-.113,-9.5,-0.6
50,PHI,Lavoy Allen,Temple,6,388,6905,1847,1843,384,.471,.133,.682,17.8,4.8,4.8,1.0,13.8,.096,-2.1,-0.1
51,POR,Jon Diebler,Ohio State,,,,,,,,,,,,,,,,,
52,DET,Vernon Macklin,Florida,1,23,135,46,34,5,.543,,.571,5.9,2.0,1.5,0.2,0.5,.161,1.2,0.1
53,ORL,DeAndre Liggins,Kentucky,5,177,1907,346,252,122,.402,.352,.549,10.8,2.0,1.4,0.7,1.6,.040,-2.2,-0.1
54,CLE,Milan Mačvan,,,,,,,,,,,,,,,,,,
55,BOS,E'Twaun Moore,Purdue,10,595,12523,4712,1205,1050,.454,.388,.739,21.0,7.9,2.0,1.8,14.7,.056,-2.0,0.2
56,LAL,Chukwudiebere Maduabum,,,,,,,,,,,,,,,,,,
57,DAL,Targuy Ngombo,,,,,,,,,,,,,,,,,,
58,LAL,Ater Majok,,,,,,,,,,,,,,,,,,
59,SAS,Ádám Hanga,,,,,,,,,,,,,,,,,,
60,SAC,Isaiah Thomas,Washington,10,527,15226,9529,1290,2604,.435,.363,.872,28.9,18.1,2.4,4.9,45.2,.142,2.2,16.4
